PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,CHEMSPIDER,KEGG, HMDB_ID
172,phenol sulfate,Amino Acid,Tyrosine Metabolism,32553,LC/MS Neg,100001510,2156,172.9914,937-34-8,74426,67018,C02180,HMDB60015
1036,phenylacetylglutamate,Peptide,Acetylated Peptides,52925,LC/MS Neg,100009045,1570,264.08774,,11579826,9754592,,HMDB59772
1037,phenylacetylglutamine,Peptide,Acetylated Peptides,35126,LC/MS Pos Early,100001417,2145,265.11829,28047-15-6,92258,270643,C04148,HMDB06344
130,phenylalanine,Amino Acid,Phenylalanine Metabolism,64,LC/MS Pos Early,460,2878,166.08626,63-91-2,6140,5910,C00079,HMDB00159
841,phenylalanylphenylalanine,Peptide,Dipeptide,38150,LC/MS Neg,100002293,4292,311.14011,2577-40-4,6993090,5361193,,
846,phenylalanyltryptophan,Peptide,Dipeptide,41377,LC/MS Neg,100003594,4165,350.15101,24587-41-5,134906,10443429,,HMDB29006
141,phenyllactate (PLA),Amino Acid,Phenylalanine Metabolism,22130,LC/MS Neg,100000774,2208,165.05571,828-01-3,3848,3715,C05607,HMDB00779
140,phenylpyruvate,Amino Acid,Phenylalanine Metabolism,566,LC/MS Neg,241,2515,163.04007,156-06-9,997,972,C00166,HMDB00205
1308,phosphate,Energy,Oxidative Phosphorylation,42109,LC/MS Pos Early,461,576,98.98418,7664-38-2,1061,1032,C00009,HMDB01429
1975,phosphoethanolamine,Lipid,Phospholipid Metabolism,1600,LC/MS Pos Early,1026,700,142.02638,1071-23-4,1015,990,C00346,HMDB00224
4471,phytanate,Xenobiotics,Food Component/Plant,598,LC/MS Neg,466,5908,311.29555,14721-66-5,26840,10140204,C01607,HMDB00801
254,picolinate,Amino Acid,Tryptophan Metabolism,1512,LC/MS Pos Early,1022,910,124.03931,98-98-6,1018,993,C10164,HMDB02243
1629,picolinoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),63057,LC/MS Neg,100021198,1867,179.04621,5616-29-5,11788622,9963296,,HMDB59766
1495,pimelate (C7-DC),Lipid,"Fatty Acid, Dicarboxylate",15704,LC/MS Polar,100000101,2745,159.06628,111-16-0,385,376,C02656,HMDB00857
1688,pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",53224,LC/MS Pos Early,100009407,2773,304.17547,,,,,
4994,pioglitazone,Xenobiotics,Drug - Metabolic,33139,LC/MS Pos Early,100001317,3240,357.12674,112529-15-4,4829,4663,C07675,HMDB15264
123,pipecolate,Amino Acid,Lysine Metabolism,1444,LC/MS Pos Early,1025,2200,130.08626,4043-87-2,849,826,C00408,HMDB00070
4477,piperine,Xenobiotics,Food Component/Plant,33935,LC/MS Pos Late,100001267,1168,286.14377,94-62-2,638024,553590,C03882,HMDB29377
2959,pregnanediol-3-glucuronide,Lipid,Progestin Steroids,40708,LC/MS Neg,100003470,5145,495.29634,1852-49-9,123796,110346,,HMDB10318
2964,pregnanolone/allopregnanolone sulfate,Lipid,Progestin Steroids,48394,LC/MS Neg,100006173,5160,397.20541,,,,,
2936,pregnenediol disulfate (C21H34O8S2)*,Lipid,Pregnenolone Steroids,32562,LC/MS Neg,100001993,3868,238.07747,,,,,
2935,pregnenediol sulfate (C21H34O5S)*,Lipid,Pregnenolone Steroids,32619,LC/MS Neg,100002067,5000,397.20541,1247-64-9,,13465233,,
2938,pregnenetriol disulfate*,Lipid,Pregnenolone Steroids,62921,LC/MS Neg,100021104,3504,246.07493,,,,,
2937,pregnenetriol sulfate*,Lipid,Pregnenolone Steroids,62922,LC/MS Neg,100021103,4749,413.20033,,,,,
2919,pregnenolone sulfate,Lipid,Pregnenolone Steroids,38170,LC/MS Neg,100002129,5100,395.18976,1247-64-9,105074,94802,,HMDB00774
1470,pristanate,Lipid,"Fatty Acid, Branched",38271,LC/MS Neg,477,5773,297.2799,1189-37-3,123929,110458,,HMDB00795
443,pro-hydroxy-pro,Amino Acid,Urea cycle; Arginine and Proline Metabolism,35127,LC/MS Pos Early,100001167,2128,229.11829,18684-24-7,11673055,9847785,,HMDB06695
426,proline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1898,LC/MS Pos Early,480,1603,116.07061,147-85-3,145742,128566,C00148,HMDB00162
856,prolylglycine,Peptide,Dipeptide,40703,LC/MS Pos Early,100003674,2136,173.09207,2578-57-6,6426709,4932143,,HMDB11178
1593,propionylcarnitine (C3),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),32452,LC/MS Pos Early,100001162,2590,218.13869,17298-37-2,107738,96904,C03017,HMDB00824
1594,propionylglycine,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),31932,LC/MS Neg,100001150,960,130.05096,21709-90-0,98681,89122,,HMDB00783
4117,propyl 4-hydroxybenzoate sulfate,Xenobiotics,Benzoate Metabolism,48460,LC/MS Neg,100006264,3971,259.02818,162338-10-5,,48063224,,
3831,pseudouridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",33442,LC/MS Neg,821,1100,243.06226,1445-07-4,15047,21403010,C02067,HMDB00767
4042,pyridoxal,Cofactors and Vitamins,Vitamin B6 Metabolism,1651,LC/MS Pos Early,491,2343,168.06552,65-22-5,1050,1021,C00250,HMDB01545
4043,pyridoxate,Cofactors and Vitamins,Vitamin B6 Metabolism,31555,LC/MS Neg,100001121,2185,182.04588,82-82-6,6723,6467,C00847,HMDB00017
52,pyroglutamine*,Amino Acid,Glutamate Metabolism,46225,LC/MS Pos Early,100001540,1900,129.06586,2353-44-8,134508,118562,,
4583,pyrraline,Xenobiotics,Food Component/Plant,48428,LC/MS Neg,100001767,2304,253.11938,74509-14-1,122228,19980286,,HMDB33143
1089,pyruvate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",48990,LC/MS Polar,823,1083,87.00877,127-17-3,1060,96901,C00022,HMDB00243
4390,quinate,Xenobiotics,Food Component/Plant,18335,LC/MS Polar,100000442,2432.9,191.05611,77-95-2,6508,10246715,C00296,HMDB03072
4864,quinine,Xenobiotics,Drug - Antibiotic,39767,LC/MS Pos Early,100002968,3378,325.19106,130-95-0,2728270,2010267,,
3904,quinolinate,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,1899,LC/MS Pos Early,182,845,168.02914,89-00-9,1066,1037,C03722,HMDB00232
4981,ranitidine,Xenobiotics,Drug - Gastrointestinal,38595,LC/MS Pos Early,100002735,2910,315.14854,66357-59-3,3001055,2272523,D00422,HMDB01930
4653,resveratrol disulfate (1)*,Xenobiotics,Food Component/Plant,62110,LC/MS Neg,100020247,2530,192.98886,,,,,
4654,resveratrol disulfate (2)*,Xenobiotics,Food Component/Plant,62111,LC/MS Neg,100020248,2840,192.98886,,,,,
4655,resveratrol sulfate (1)*,Xenobiotics,Food Component/Plant,62108,LC/MS Neg,100020245,3250,307.02818,,,,,
4030,retinal,Cofactors and Vitamins,Vitamin A Metabolism,40807,LC/MS Pos Late,100004088,1666,285.2213,,638015,553582,C00376,HMDB01358
4023,retinol (Vitamin A),Cofactors and Vitamins,Vitamin A Metabolism,1806,LC/MS Pos Late,498,1636,269.22639,68-26-8,445354,393012,C00473,HMDB00305
1112,ribitol,Carbohydrate,Pentose Metabolism,15772,LC/MS Polar,100000406,1789.6,151.06119,488-81-3,6912,10254628,C00474,HMDB00508
3933,riboflavin (Vitamin B2),Cofactors and Vitamins,Riboflavin Metabolism,1827,LC/MS Neg,500,3160,255.08873,83-88-5,493570,431981,C00255,HMDB00244
1113,ribonate,Carbohydrate,Pentose Metabolism,27731,LC/MS Polar,100001007,2425,165.04046,8/3/5336,5460677,4574162,C01685,HMDB00867
1137,ribulonate/xylulonate/lyxonate*,Carbohydrate,Pentose Metabolism,61858,LC/MS Polar,100019968,2350,165.04046,,,,,
5049,ritalinic acid,Xenobiotics,Drug - Neurological,22196,LC/MS Pos Early,100000579,3207,220.13321,19395-41-6,86863,78360,,HMDB42008
5007,rosuvastatin,Xenobiotics,Drug - Metabolic,40421,LC/MS Neg,100003272,4500,480.161,147098-20-2,446157,393589,D01915,HMDB15230
5009,rosuvastatin lactone,Xenobiotics,Drug - Metabolic,42000,LC/MS Pos Late,100004033,1044,464.165,503610-43-3,,24599455,,
60,S-1-pyrroline-5-carboxylate,Amino Acid,Glutamate Metabolism,42370,LC/MS Pos Early,35,1528,114.05496,2906-39-0,1196,10140206,C04322,HMDB01301
382,S-adenosylhomocysteine (SAH),Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",42382,LC/MS Neg,197,1832.4,383.11431,979-92-0,439155,16788012,C00021,HMDB00939
4513,S-allylcysteine,Xenobiotics,Food Component/Plant,43239,LC/MS Pos Early,100004509,2690,162.05833,21593-77-1,98280,88744,,HMDB34323
393,S-methylcysteine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",39592,LC/MS Neg,100002749,880,134.02812,1187-84-4,24417,22826,,HMDB02108
394,S-methylcysteine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",43378,LC/MS Pos Early,100002927,900,152.03759,6853-87-8,82142,74136,,HMDB29432
4510,saccharin,Xenobiotics,Food Component/Plant,21151,LC/MS Neg,100000870,2000,181.99173,81-07-2,5143,4959,D01085,HMDB29723
5121,salicylate,Xenobiotics,Drug - Topical Agents,1515,LC/MS Polar,501,802,137.02422,69-72-7,338,331,C00805,HMDB01895
4777,salicyluric glucuronide*,Xenobiotics,"Drug - Analgesics, Anesthetics",33384,LC/MS Neg,100001332,1463,370.07797,,,21403117,,
4,sarcosine,Amino Acid,"Glycine, Serine and Threonine Metabolism",1516,LC/MS Pos Early,1023,1280,90.05496,107-97-1,1088,1057,C00213,HMDB00271
1503,sebacate (C10-DC),Lipid,"Fatty Acid, Dicarboxylate",32398,LC/MS Neg,100001211,1788,201.11323,111-20-6,5192,5004,C08277,HMDB00792
1136,sedoheptulose,Carbohydrate,Pentose Metabolism,53237,LC/MS Polar,100002619,2255,209.06667,3019-74-7,5459879,4573620,,HMDB03219
9,serine,Amino Acid,"Glycine, Serine and Threonine Metabolism",1648,LC/MS Pos Early,503,1239,106.04987,56-45-1,5951,5736,C00065,HMDB00187
259,serotonin,Amino Acid,Tryptophan Metabolism,2342,LC/MS Pos Early,504,2550,177.10224,153-98-0,5202,5013,C00780,HMDB00259
4999,sitagliptin,Xenobiotics,Drug - Metabolic,52954,LC/MS Neg,100008964,4485,468.11119,486460-32-6,11306691,9481667,,
470,spermidine,Amino Acid,Polyamine Metabolism,485,LC/MS Pos Early,50,3355,146.16518,124-20-9,1102,1071,C00315,HMDB01257
477,spermine,Amino Acid,Polyamine Metabolism,603,LC/MS Pos Early,507,3350,203.22303,71-44-3,1103,1072,C00750,HMDB01256
2690,sphingadienine,Lipid,Sphingolipid Synthesis,57426,LC/MS Pos Late,100015643,1350,298.27406,25696-03-1,6449795,4952479,,
2688,sphinganine,Lipid,Sphingolipid Synthesis,17769,LC/MS Pos Late,313,1413,302.30536,3102-56-5,3126,3014,C00836,HMDB00269
2689,sphinganine-1-phosphate,Lipid,Sphingolipid Synthesis,52605,LC/MS Pos Late,100001876,1431,382.27169,19794-97-9,520,505,,HMDB01383
2839,sphingosine,Lipid,Sphingosines,17747,LC/MS Pos Late,297,1393,300.28971,123-78-4,5353955,4510275,C00319,HMDB00252
2841,sphingosine 1-phosphate,Lipid,Sphingosines,34445,LC/MS Pos Late,100000626,1375,380.25604,26993-30-6,5283560,4446673,C06124,HMDB00277
4530,stachydrine,Xenobiotics,Food Component/Plant,34384,LC/MS Pos Early,100001296,1440,144.10191,4136-37-2,115244,103115,C10172,HMDB04827
1343,stearate (18:0),Lipid,Long Chain Saturated Fatty Acid,1358,LC/MS Neg,439,5872,283.26425,57-11-4,5281,5091,C01530,HMDB00827
1382,stearidonate (18:4n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),33969,LC/MS Neg,100001229,5395,275.20165,111174-40-4,5312508,4471933,C16300,HMDB06547
1904,stearoyl ethanolamide,Lipid,Endocannabinoid,38625,LC/MS Pos Late,100002254,1787,328.32101,111-57-9,27902,25958,,HMDB13078
1648,stearoylcarnitine (C18),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",34409,LC/MS Pos Late,100001391,1485,428.37344,18822-91-8,6426855,21233653,,HMDB00848
1719,stearoylcholine*,Lipid,Fatty Acid Metabolism (Acyl Choline),57464,LC/MS Pos Late,100015759,1520,370.36797,,,,,
1498,suberate (C8-DC),Lipid,"Fatty Acid, Dicarboxylate",15730,LC/MS Polar,100000016,2577.6,173.08193,505-48-6,10457,10025,C08278,HMDB00893
1689,suberoylcarnitine (C8-DC),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",52990,LC/MS Pos Early,100006627,2964,318.19112,,,,,
1290,succinate,Energy,TCA Cycle,1437,LC/MS Neg,252,603,117.01933,110-15-6,1110,1078,C00042,HMDB00254
5309,succinimide,Xenobiotics,Chemical,41888,LC/MS Polar,100003696,2155,116.03532,123-56-8,11439,10955,C07273,
409,succinoyltaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",63678,LC/MS Polar,100021220,2572,224.02343,,,20509456,,
1289,succinylcarnitine (C4-DC),Energy,TCA Cycle,37058,LC/MS Pos Early,100001948,2291,262.12852,256928-74-2,71464481,28639166,,HMDB61717
1172,sucrose,Carbohydrate,Disaccharides and Oligosaccharides,1519,LC/MS Polar,935,3092,387.11442,57-50-1,5988,5768,C00089,HMDB00258
4489,sulfate of piperine metabolite C16H19NO3 (2)*,Xenobiotics,Food Component/Plant,62295,LC/MS Neg,100020496,4112,352.08601,,,,,
4490,sulfate of piperine metabolite C16H19NO3 (3)*,Xenobiotics,Food Component/Plant,62296,LC/MS Neg,100020497,4200,352.08601,,,,,
4495,sulfate of piperine metabolite C18H21NO3 (1)*,Xenobiotics,Food Component/Plant,62297,LC/MS Neg,100020502,4481,378.10167,,,,,
4497,sulfate of piperine metabolite C18H21NO3 (3)*,Xenobiotics,Food Component/Plant,62299,LC/MS Neg,100020504,4630,378.10167,,,,,
5200,sulfate*,Xenobiotics,Chemical,46960,LC/MS Neg,100002528,616,96.9601,14808-79-8,1118,1086,C00059,HMDB01448
4971,tadalafil,Xenobiotics,Drug - Cardiovascular,52950,LC/MS Neg,100008974,4898,388.13028,171596-29-5,4687521,3875386,,
4666,tartronate (hydroxymalonate),Xenobiotics,Food Component/Plant,20693,LC/MS Neg,100000840,610,118.99859,80-69-3,45,44,C02287,HMDB35227
406,taurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",2125,LC/MS Pos Early,512,660,126.02195,107-35-7,1123,1091,C00245,HMDB00251
3088,taurochenodeoxycholate,Lipid,Primary Bile Acid Metabolism,18494,LC/MS Neg,1629,5250,498.28948,6009-98-9,387316,343282,C05465,HMDB00951
3160,taurochenodeoxycholic acid 3-sulfate,Lipid,Secondary Bile Acid Metabolism,62890,LC/MS Neg,100021093,4809,288.61951,,,24850141,,HMDB02486
3081,taurocholate,Lipid,Primary Bile Acid Metabolism,18497,LC/MS Neg,1648,5150,514.28439,145-42-6,6675,,C05122,HMDB00036
3155,taurocholenate sulfate*,Lipid,Secondary Bile Acid Metabolism,32807,LC/MS Neg,100001990,4750,279.61422,,,,,
3111,taurodeoxycholate,Lipid,Secondary Bile Acid Metabolism,12261,LC/MS Neg,1668,5257.4,498.28948,207737-97-1,2733768,2015539,C05463,HMDB00896
3112,taurodeoxycholic acid 3-sulfate,Lipid,Secondary Bile Acid Metabolism,62889,LC/MS Neg,100006644,4850,288.61951,,,,,
3123,taurolithocholate 3-sulfate,Lipid,Secondary Bile Acid Metabolism,36850,LC/MS Neg,100001658,5027,280.62205,64936-83-0,440071,389078,C03642,HMDB02580
1516,tetradecadienedioate (C14:2-DC)*,Lipid,"Fatty Acid, Dicarboxylate",62918,LC/MS Neg,100021100,3148,253.14453,,,,,
1375,tetradecadienoate (14:2)*,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),62850,LC/MS Neg,100020343,5292,223.17035,39039-37-7,5312409,4471834,,HMDB00560
1513,tetradecanedioate (C14-DC),Lipid,"Fatty Acid, Dicarboxylate",35669,LC/MS Neg,100001613,3985,257.17583,821-38-5,13185,12630,,HMDB00872
4539,theanine,Xenobiotics,Food Component/Plant,22206,LC/MS Pos Early,100000784,2180,175.10772,3081-61-6,439378,388498,C01047,HMDB34365
4142,theobromine,Xenobiotics,Xanthine Metabolism,18392,LC/MS Pos Early,100000445,1600,181.07201,83-67-0,5429,5236,C07480,HMDB02825
4143,theophylline,Xenobiotics,Xanthine Metabolism,18394,LC/MS Neg,100000437,2356.9,179.05745,58-55-9,2153,2068,C07130,HMDB01889
5342,thioproline,Xenobiotics,Chemical,53231,LC/MS Pos Early,100009232,1250,134.02703,34592-47-4,93176,84120,,
3952,threonate,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,27738,LC/MS Polar,100001022,2384,135.02989,70753-61-6,151152,133224,C01620,HMDB00943
16,threonine,Amino Acid,"Glycine, Serine and Threonine Metabolism",1284,LC/MS Pos Early,564,1514,120.06552,72-19-5,6288,6051,C00188,HMDB00167
4542,thymol sulfate,Xenobiotics,Food Component/Plant,36095,LC/MS Neg,100001757,4410,229.054,89-83-8,,10709958,C09908,HMDB01878
224,thyroxine,Amino Acid,Tyrosine Metabolism,2761,LC/MS Neg,1094,4808,775.67944,51-48-9,5819,5614,C01829,HMDB01918
342,tiglylcarnitine (C5:1-DC),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",35428,LC/MS Pos Early,100001597,2962,244.15434,64191-86-2,22833596,17216200,,HMDB02366
5023,topiramate,Xenobiotics,Drug - Neurological,2772,LC/MS Neg,1388,4021,338.09151,97240-79-4,5284627,4447672,C07502,HMDB05034
4801,tramadol,Xenobiotics,"Drug - Analgesics, Anesthetics",53241,LC/MS Pos Late,100006381,760,264.19581,27203-92-5,33741,31105,C07153,HMDB14339
1614,trans-2-hexenoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),61798,LC/MS Neg,100019884,2707,170.08226,,,25033670,,
441,trans-4-hydroxyproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,32306,LC/MS Pos Early,1001,1064,132.06552,51-35-4,5810,5605,C01157,HMDB00725
74,trans-urocanate,Amino Acid,Histidine Metabolism,607,LC/MS Pos Early,537,2285,139.05021,104-98-3,736715,643824,C00785,HMDB00301
5091,trazadone,Xenobiotics,Drug - Psychoactive,57691,LC/MS Pos Early,100015783,3498,372.15857,19794-93-5,5533,5332,"C07156,D08626",HMDB14794
4960,triamterene,Xenobiotics,Drug - Cardiovascular,42593,LC/MS Pos Early,100003968,3164,254.11487,396-01-0,5546,5345,D00386,HMDB01940
1512,tridecenedioate (C13:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",62919,LC/MS Neg,100002199,3051,241.14453,,,,,
3925,trigonelline (N'-methylnicotinate),Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,32401,LC/MS Pos Early,100001092,1388,138.05496,535-83-1,5570,5369,C01004,HMDB00875
1980,trimethylamine N-oxide,Lipid,Phospholipid Metabolism,40406,LC/MS Pos Early,100003397,2100,76.07569,1184-78-7,1145,1113,C01104,HMDB00925
229,tryptophan,Amino Acid,Tryptophan Metabolism,54,LC/MS Pos Early,565,2986,205.09716,73-22-3,6305,6066,C00078,HMDB00929
238,tryptophan betaine,Amino Acid,Tryptophan Metabolism,37097,LC/MS Pos Early,100001743,2673,247.14411,20671-76-5,442106,390633,C09213,HMDB61115
208,tyramine O-sulfate,Amino Acid,Tyrosine Metabolism,48408,LC/MS Neg,100006092,1565,216.0336,30223-92-8,153005,134849,,HMDB06409
152,tyrosine,Amino Acid,Tyrosine Metabolism,1299,LC/MS Pos Early,815,2430,182.08117,60-18-4,6057,5833,C00082,HMDB00158
4585,umbelliferone sulfate,Xenobiotics,Food Component/Plant,48674,LC/MS Neg,100006282,2440,240.98123,69526-88-1,129659,114800,,
1505,undecanedioate (C11-DC),Lipid,"Fatty Acid, Dicarboxylate",42395,LC/MS Neg,100001617,2440,215.12888,1852-04-6,15816,15037,,HMDB00888
1660,undecenoylcarnitine (C11:1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",63613,LC/MS Pos Late,100021131,1069,328.24824,,,,,
3830,uracil,Nucleotide,"Pyrimidine Metabolism, Uracil containing",605,LC/MS Polar,825,1089.7,111.02,66-22-8,1174,1141,C00106,HMDB00300
3745,urate,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",1604,LC/MS Neg,1134,757.1,167.02106,69-93-2;120K5305,1175,,C00366,HMDB00289
416,urea,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1670,LC/MS Pos Early,533,700,121.07201,57-13-6,1176,1143,C00086,HMDB00294
3829,uridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",606,LC/MS Neg,535,1457.6,243.06226,58-96-8,6029,5807,C00299,HMDB00296
3125,ursodeoxycholate,Lipid,Secondary Bile Acid Metabolism,1605,LC/MS Neg,1135,5055,391.28538,128-13-2,31401,29131,C07880,HMDB00946
354,valine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1649,LC/MS Pos Early,566,2479,118.08626,72-18-4,6287,6050,C00183,HMDB00883
4965,valsartan,Xenobiotics,Drug - Cardiovascular,48566,LC/MS Neg,100006232,4228,434.21976,137862-53-4,5650,5448,,
939,valylglycine,Peptide,Dipeptide,40475,LC/MS Polar,100003641,1519,173.09316,686-43-1,136487,120256,,HMDB29127
183,vanillactate,Amino Acid,Tyrosine Metabolism,54910,LC/MS Neg,100006129,1625,211.06119,2475-56-1,160637,141152,,HMDB00913
4677,vanillic acid glycine,Xenobiotics,Food Component/Plant,63853,LC/MS Neg,100021363,1682,224.05644,,3083688,2340857,,HMDB60026
210,vanillic alcohol sulfate,Amino Acid,Tyrosine Metabolism,48733,LC/MS Neg,100006125,1808,233.01253,754920-02-0,,,,
184,vanillylmandelate (VMA),Amino Acid,Tyrosine Metabolism,1567,LC/MS Neg,1111,941,197.04555,55-10-7,1245,1207,C05584,HMDB00291
5068,venlafaxine,Xenobiotics,Drug - Psychoactive,38623,LC/MS Pos Late,100002807,848,278.21146,93413-69-5,5656,5454,C07187,HMDB05016
4946,verapamil,Xenobiotics,Drug - Cardiovascular,42990,LC/MS Pos Late,100004028,945,455.29044,152-11-4,2520,2425,D02356,HMDB01850
4954,warfarin,Xenobiotics,Drug - Cardiovascular,43335,LC/MS Neg,100004175,3790,307.09758,5543-57-7,,,C01541,HMDB01935
3737,xanthine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",3147,LC/MS Polar,1004,2023,151.02615,69-89-6,1188,1151,C00385,HMDB00292
250,xanthurenate,Amino Acid,Tryptophan Metabolism,15679,LC/MS Neg,100000015,1476,204.03023,59-007,5699,5497,C02470,HMDB00881
1669,ximenoylcarnitine (C26:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",57517,LC/MS Pos Late,100015836,1607,538.48299,,,,,
1117,xylose,Carbohydrate,Pentose Metabolism,15581,LC/MS Polar,826,1727,195.05103,609-06-3,135191,85957,C00181,HMDB00098
5097,zolpidem,Xenobiotics,Drug - Psychoactive,62976,LC/MS Pos Early,100004174,3346,308.17574,82626-48-0,,,,
